message,created_time
"It's that time of the year where earning a little extra might not seem like a bad idea , bitcoin is on the increase and with this comes alot of opportunities of generating income from trading. If you wish to find out more information on how this works feel free to consult  Mr Alan Blaine wolf. https://www.facebook.com/Alan.Blaine.wolf",1/14/2021 22:13
Joe O'Brien uncle woger ,1/14/2021 21:59
Matthew Cummins,1/14/2021 21:03
Scott Schwartz,1/14/2021 20:03
Aliya go mikey!,1/14/2021 18:35
Lee Bullivant,1/14/2021 18:29
Coward.,1/14/2021 18:27
,1/14/2021 18:25
Benji Avlonitis-Perrin man made the bbc front pages wtf ,1/14/2021 18:17
And.. he became a joke ,1/14/2021 18:05
https://youtu.be/By2Hi2nEUlw,1/14/2021 17:40
https://youtu.be/By2Hi2nEUlw,1/14/2021 17:39
How pathetic. :D :D ,1/14/2021 17:14
"So weak, should rename as Uncle coward.   Smack that YouTube unsubscribe button like you smack Uncle coward   Nigel simply sold out his conscience to the Chinese viewers for potential future Chinese sponsorship.   Effectively ignoring the genocide of Uighurs, persecution of Falun Gong and cries for freedom in Hong Kong.",1/14/2021 17:05
Disappointing... 🙄,1/14/2021 16:19
RMB>>>>>>>>>>>MSG,1/14/2021 15:58
,
,
Career ending move ,1/14/2021 15:37
Coward ,1/14/2021 15:36
,1/14/2021 15:30
Weak!,1/14/2021 15:00
https://youtu.be/FqlnTDtFQ-M,1/14/2021 14:09
RMB,1/14/2021 14:03
Wow,1/14/2021 13:25
Jim DelPlato ,1/14/2021 13:24
Uncle RMB,1/14/2021 13:17
Ur grand pa is.....,1/14/2021 13:09
"Ooooh, disappointing. ",1/14/2021 12:55
Taqwa Gilani,1/14/2021 12:31
Uncle RMB.,1/14/2021 12:30
Censored by,1/14/2021 12:19
#SoWeak,1/14/2021 11:50
He knows the truth; BBC=Fake News,1/14/2021 11:49
Weak as F 😂,1/14/2021 11:41
"Xi Jinping: Communist, disease spreading scum.",1/14/2021 11:30
Freedom of speech,1/14/2021 11:25
Sad.,1/14/2021 10:50
Uncle Hypocrite,1/14/2021 10:49
Haiyaaaa,1/14/2021 11:07
Fuiyoooo...,1/14/2021 10:46
,1/14/2021 11:05
"Emergency warning 🚨(Jesus is coming soon)   (Isaiah 40:9)- shout from the mountaintops! Shout it louder! Shout and do NOT be afraid. Tell the towns, your God is coming!”   (Ezekiel 21:8)- “give the people this message from the Lord.”   (Joel 2:2)- “blow the trumpet, sound an alarm.”   (Joel 2:1)- “the day of the Lord is upon us. Let everyone tremble in fear.”   (Habakkuk 2:3)- “If it seems slow in coming, wait patently, for it will surely take place. It will not be delayed.”   (Ezekiel 21:6)- “when it comes true, the boldest heart will melt with fear; all strength will disappear. Every spirit will faint, and Strong knees will become as weak as water.”  (Ezekiel 21:30)- “ I will judge each of you. According to your actions, says the sovereign Lord.”  (Ezekiel 20:45)- “And I will set you on fire”   (Joel 2:12)- That is why the Lord says, “turn to me now while there is time.” Return to The Lord your God, for he is merciful and compassionate, slow to get angry and filled with unfailing love.”   Version 8.9X2b",1/14/2021 10:46
,
,
,1/14/2021 10:58
Too weak.  Haiyaa ,1/14/2021 10:55
Yao Tang,1/14/2021 10:56
Taufiq Hani lol,1/14/2021 10:33
,1/14/2021 10:29
Haiya... So weak,1/14/2021 10:20
Bye bye uncle roger.  RIP. ,1/14/2021 10:18
Joanne Le ,1/14/2021 10:17
,1/14/2021 10:13
Haiyaaa....  🥴,1/14/2021 10:10
Annoying CCP,1/14/2021 10:06
,1/14/2021 10:06
coward,1/14/2021 10:05
I love Mike Chen. Even more now.,1/14/2021 10:04
,1/14/2021 10:01
So brave....,1/14/2021 10:01
****!!!!!😈😈😈😈G@b.com.   @=a   The only free  platform...Donald Trump there...,1/14/2021 10:01
Shane,1/14/2021 10:00
https://youtu.be/8fwgVUfW_O4,1/14/2021 9:58
Sara Wright,1/14/2021 9:58
James Carter  weak as piss,1/14/2021 9:58
Haiyaa..,1/14/2021 9:56
,1/14/2021 9:55
,1/14/2021 9:55
,1/14/2021 9:54
,
,
Communism go fivure,1/14/2021 9:54
Giles Lawrence This what China is bout,1/14/2021 9:53
Chinese virus,1/14/2021 9:53
,1/14/2021 9:50
Theresa Tessie Kelley ,1/14/2021 9:48
Joe Kenyon ,1/14/2021 9:46
Haaaiiiiyyaaa,1/14/2021 9:46
Callum Nicol-Hodgeson,1/14/2021 9:44
Of course he is. #whereisjackma ,1/14/2021 9:44
Who ?,1/14/2021 9:43
AYAH!,1/14/2021 9:43
Poor uncle Roger Charles Hoy 😞,1/14/2021 9:43
"STAY AT HOME !!!   Data Entry   Position Available now   (Start as soon as tomorrow!)  Pay: 20/Hr  Monday-Friday   GREAT FOR RETIREES AND YOUNG ADULTS  No Experience Needed! We Train! Bonuses! Paid Weekly via Direct Deposit /Check depend on your choice Full Benefits, 5 Days work in a week  Message me if your are interested for more info!!!  Serious Inquiries only!!!  ",1/14/2021 9:42
That’s ridiculous. ,1/14/2021 9:42
,1/14/2021 9:40
Felipe Hernández ,1/14/2021 9:40
"I saw people testifying about Mr Richardson olive trading platform and I decided to give it a try and I have made good profit from it,,, you can still make up to a $3,000 every week,, you can contact Mr Richardson olive with the link below 👇👇👇 https://www.facebook.com/richardson.olive123",1/14/2021 9:39
that man is a wuss..  ,1/14/2021 9:39
Hello niece's and nephews!,1/14/2021 9:38
,1/14/2021 9:37
CCP doesn't give a crap,1/14/2021 9:36
,
,
Of course chinese government is offended about everything but they clearly don't know that the rest of the world hate their guts right now,1/14/2021 9:45
,
,
I wonder if anyone’s ‘politically neutral’ when it comes to Jews concentration camps and holocaust.🙃,1/14/2021 11:11
,
,
"bit like the UK and European governments who never blame China for anything , wise up.",1/15/2021 1:00
,
,
Should read. 'Chinese influencener' get to much attention and gets told but the Chinese government that they gotta pay more taxes.,1/14/2021 13:03
,
,
"Its not because of government pressure, its because of public pressure he had to delete the video",1/14/2021 18:42
,
,
the chinese government are nothing but stand over merchants ,1/14/2021 10:34
,
,
"But the dumplings still ugly though, true fact ",1/14/2021 10:15
,
,
Uncle Roger. Why so weak? You just concern you might lose Chinese subscribers?,1/14/2021 10:04
,
,
"Think about this; Nigel is a person who has chosen to distance himself from someone who has condemned a genocide, and has apologised directly to those committing the atrocities. A complete and utter coward.",1/14/2021 10:30
,
,
Seems he loved RMB more than MSG,1/14/2021 9:40
,
,
Haiyaa! Rmb is the king of flavour. What you think! What you think?,1/15/2021 2:46
,
,
What a little toady he is. Hope his career crashes and burns.,1/14/2021 17:25
,
,
Biden can pander to China way better.,1/14/2021 9:39
,
,
"Help spread the word, the world said never again. Let’s prove it.   https://www.facebook.com/groups/672257056986858/?ref=share",1/14/2021 10:34
,
,
"Because they'll make him disappear , it's called communism",1/14/2021 10:27
,
,
This guy is a jerk!,1/14/2021 9:42
,
,
It was actually better for him to disassociate himself from someone who is a member of Falun Gong. Falun Gong is very toxic. No one who is a member of Falun Gong has enough credibility to criticize the CPC for human rights violations. Falun Gong is homophobic and also believes that multi-racial couples should not be together. They also support Trump. Screw them.  ,1/14/2021 10:27
,
,
"To be successful in life, you have to take risks and make the right decision. I’m glad I invested with you. Ma'am Angelica and your team of work. Angelica Magalhaes Adriene ",1/14/2021 9:57
,
,
I'm sure Biden and the Chinese emperor will be great bum buddies,1/14/2021 9:45
,
,
Dont fu... with Chinaman.,1/14/2021 12:12
,
,
Still british virus,1/14/2021 17:00
,
,
"#FuckChina #XiJinpingPoohBear #TibetIsNotChina #TaiwanIsNotChina #LiberateHongKong Did you hear that Xi Jinping and Kim Jung-Un are gay lovers? Not to shame or anything, I actually think they're an adorable couple.",1/14/2021 9:39
,
,
China is going to take over the world.,1/15/2021 4:20
,
,
I'm still a fan #uncleroger ,1/15/2021 11:58
,
,
Ed Goode,1/15/2021 7:11
,
,
,
,
I have a friend in Malaysia with a budding career that may be influenced by the CCP. I understand the exigency of any pro-Xi/CCP remarks they make. I will excuse Nigel Ng for this as well.,1/14/2021 10:33
"What people forget is that there are actually agents of the cpc/communist party whose role is to follow Asian celebrities and troll/express anger at any ""anti-chinese""/anti-party content. They make it seem that the ""Chinese fans"" are mad.  (yes there are a portion of Chinese fans that may be die hard supporters of the Party and actually get mad at political speak, I've met them, but there are a lot of state sponsored troll agents online).",1/14/2021 10:45
He's pandering to China and I've no interest in following him again. ,1/14/2021 10:44
How would Chinese fans even watch the video unless they are using a VPN? Which would leave them vulnerable to being arrested. And not to mention using a vpn is an act of rebellion against the CCP regime anyway. If he means Chinese fans in Hong Kong and Taiwan then they are hardly going to be angry about criticising the extreme brutality of the Chinese government ,1/14/2021 17:05
"Yeah in the US they just don't allow anyone critical into the media at all, much more effective",1/14/2021 9:47
"Personal safety is paramount, especially when you don’t know what it means; imprisonments, disappear and many things, not to mention families, friends and associates! ",1/14/2021 20:43
Pls ask China to compensate the world for causing the pandemic. That is more important.,1/14/2021 9:39
That’s because uncle roger is smart and doesn’t like hard labour.. anyone bringing him down feel free to fly out there and make yourself heard 🤔,1/14/2021 9:55
Probably just afraid of what they might do to him or his family; shouldn’t we all be?,1/14/2021 11:27
Self-censorship is the most insidious form of censorship.,1/14/2021 10:22
"All I can say is that I hate Falun Gong, and it's spread of lies about US politics through their BS Epoch Times platform...I think Nigel made the right choice to distance himself.",1/14/2021 20:16
"HKFP_Buzz: YouTuber Mike Chen has urged fellow comic Nigel Ng to do ""his own research"" on the Communist Party after the comedian behind the ""Uncle Roger"" persona apologised to Chinese fans and deleted a video collaboration over Chen's critical stance on Beijing.   ""I do hope that Nigel does his own research on the CCP, and sees for himself if my remarks on China are really 'incorrect.' Living in the UK grants him that basic freedom, something not afforded to the millions under CCP rule,"" Chen told HKFP.",1/14/2021 10:17
Now he hates not only bbc invited egg-fried-rice chef but also bbc news lol,1/14/2021 9:48
"Don’t bow to the Wu Mau...see what I did there? 😉  Seriously, you never have to apologize for criticizing a thug regime who has concentration camps for ethnic minorities, forced organ harvesting, and has annexed every one of its neighbors’ territories, except Russia, but I hear they have their eyes on Vladivostok. ",1/14/2021 10:23
So where is freedom of speech?,1/14/2021 9:45
The Chinese government deserves to be criticized,1/14/2021 9:40
"Maybe Uncle Roger can review the fried rice being served in the Uyghur “re-education camps”, see if they’re using real chili paste  ",1/14/2021 12:48
"PRChina has a strategy of using soft power to change the discourse. For example investing in Africa under its ""one belt one road"" policy. (plundering Africa and Australia for minerals for cell phone batteries for its factories)  Inter alia  Giving the vaccine for free/low upfront cost using the state owned enterprise Sinopharm to needy desperate countries (Indonesia Myanmar Malaysia Singapore etc) to bring them into China's orbit in order to exert CONTROL. Nothing but incentives and bribes to these countries to not raise anything about Tibet, Dalai Lama, incursion in the South China Sea, Taiwan, brain washing of Uighurs, violation of one country two systems rule in Hong Kong etc. This is modern day imperialism and must be stopped! PRChina is f**king dangerous! You have been warned!",1/14/2021 15:57
"The guy just makes funny videos, who cares about his political preferences",1/14/2021 10:19
You mean the Chinese communist dictatorship that puts Uygers in re-education / death camps ?  You mean the same China BBC ignored the Hong Kong riots on?,1/14/2021 9:42
Speech is only Free if you're not in China.,1/14/2021 19:14
How is this news? The UK govt has been cowering in its response to abuse of Uighurs in China.,1/14/2021 14:03
If you are disgusted by uncle roger like me then don't watch his videos at all. Ironic he is a comedian who tries to make people laugh when he dismisses something like a concentration camp.,1/14/2021 9:53
